"gut_r1"	"gut_r2"	"gut_r3"	"duct_r1"	"duct_r2"	"duct_r3"	"node_r1"	"node_r2"	"node_r3"
"ENSMUSG00000070476"	144.3	205.99	159.12	27.45	40.55	21.9	54.98	56.95	51.66
"ENSMUSG00000070493"	1626.17	1884.25	1694.26	3412.95	4508	6622.6	9716.2	3193.88	3208.33
"ENSMUSG00000070501"	8.33	13.21	7.61	62.74	52.14	58.15	98.77	80.54	21.38
"ENSMUSG00000070520"	491.18	614.09	499.49	1411.61	1959.04	1583.72	4586.47	3655.96	3335.71
"ENSMUSG00000070564"	0	4.66	2.08	7.84	27.03	19.64	63.36	35.79	8.91
"ENSMUSG00000070565"	172.05	208.32	213.77	1710.4	2349.1	1539.16	1724.82	2204.64	2550.99
"ENSMUSG00000070576"	9.25	2.33	6.23	25.88	32.83	84.59	44.73	6.51	15.14
"ENSMUSG00000070644"	33.3	17.1	22.83	65.87	143.86	119.33	15.84	34.17	97.09
"ENSMUSG00000070661"	48.1	20.99	33.9	353.69	401.66	243.18	26.09	910.33	889.82
"ENSMUSG00000070720"	51.8	45.86	43.58	145.87	146.76	159.35	444.48	802.95	1007.39
"ENSMUSG00000070737"	267.33	282.17	334.15	468.18	563.86	644.21	966.31	614.21	523.74
"ENSMUSG00000070780"	1153.49	1668.15	1275.71	612.48	718.35	477.3	911.33	774.47	819.45
"ENSMUSG00000070803"	33.3	41.2	42.2	174.88	148.69	100.45	55.91	88.67	33.85
"ENSMUSG00000070808"	505.06	413.54	304.4	701.1	840	539.23	795.78	677.66	884.47
"ENSMUSG00000070858"	0	0.78	0	24.31	25.1	36.25	2.8	6.51	3.56
"ENSMUSG00000070934"	1727	1546.11	1701.18	1261.82	1151.86	1308.06	772.49	881.86	725.04
"ENSMUSG00000070942"	531.88	541.02	803.89	73.72	54.07	89.87	12.11	82.98	68.58
"ENSMUSG00000070972"	90.65	106.49	103.08	198.41	148.69	316.44	86.66	49.62	52.55
"ENSMUSG00000071014"	281.2	303.16	273.27	445.44	437.38	913.07	454.73	207.45	203.08
"ENSMUSG00000071068"	17.58	17.1	6.92	135.67	132.28	110.26	124.87	279.04	206.64
"ENSMUSG00000071076"	2354.16	2663.91	2747.21	5188.43	3902.62	5053.99	2373.37	2146.88	1681.66
"ENSMUSG00000071226"	0.93	7.77	0.69	93.32	10.62	117.82	77.34	247.31	100.65
"ENSMUSG00000071266"	462.51	357.57	475.97	138.02	58.9	15.86	119.27	200.94	257.41
"ENSMUSG00000071342"	1.85	0.78	2.08	1.57	15.45	61.17	13.05	10.58	24.05
"ENSMUSG00000071356"	254.38	437.64	1957.85	0.78	1.93	0.76	2.8	3.25	0.89
"ENSMUSG00000071537"	5.55	3.11	2.08	100.38	48.28	162.37	71.75	28.47	27.61
"ENSMUSG00000071573"	89.73	88.62	87.17	159.98	305.1	167.66	202.21	218.02	182.6
"ENSMUSG00000071604"	742.79	871.39	528.55	20.39	0	41.54	71.75	132.6	215.55
"ENSMUSG00000071640"	1.85	0	3.46	14.12	6.76	9.06	10.25	12.2	15.14
"ENSMUSG00000071647"	4543.67	4611.12	4057.52	1651.58	1732.14	965.18	1925.16	1877.61	2077.13
"ENSMUSG00000071648"	104.53	121.26	110.69	508.18	282.9	683.48	380.19	243.24	176.36
"ENSMUSG00000071658"	0.93	0.78	3.46	36.86	24.14	28.7	1.86	2.44	18.7
"ENSMUSG00000071661"	0	22.54	17.3	52.54	83.03	22.66	397.89	148.06	109.56
"ENSMUSG00000071714"	272.88	183.45	247.67	1516.69	2244.83	1869.95	2692.06	3593.32	3138.86
"ENSMUSG00000071716"	129.5	148.47	155.66	47.84	30.9	0.76	88.52	188.74	122.92
"ENSMUSG00000071723"	0	3.11	0	59.6	38.62	22.66	148.16	83.79	52.55
"ENSMUSG00000071757"	58.28	62.96	57.42	116.07	196	125.37	308.44	361.2	282.35
"ENSMUSG00000071855"	69.38	80.84	63.65	138.02	199.86	192.58	68.02	79.73	102.43
"ENSMUSG00000072082"	1328.32	1237.51	1346.97	851.67	501.1	533.95	288.87	379.91	317.09
"ENSMUSG00000072235"	2206.16	2377.85	2178.54	5806.4	6142.62	7411.82	24684.2	13349.07	13559.26
"ENSMUSG00000072620"	2152.51	2413.61	2330.05	4303.04	6116.55	4662.78	5148.37	3804.02	3683.08
"ENSMUSG00000072621"	14.8	15.55	15.22	85.48	83.03	75.52	241.34	148.87	223.57
"ENSMUSG00000072640"	127.65	192.78	225.53	108.22	45.38	95.91	64.3	84.61	81.05
"ENSMUSG00000072688"	6.48	8.55	11.76	151.36	122.62	169.17	143.5	213.14	129.15
"ENSMUSG00000072763"	87.88	57.52	115.53	36.07	8.69	15.86	106.23	51.25	27.61
"ENSMUSG00000072772"	10.18	24.1	27.67	35.29	70.48	70.99	81.07	64.27	64.13
"ENSMUSG00000072872"	382.03	295.39	258.05	147.43	225.93	219.77	229.23	261.95	235.15
"ENSMUSG00000072941"	68.45	83.95	68.49	501.12	1135.45	584.55	1187.15	648.38	869.33
"ENSMUSG00000073002"	24.05	18.66	15.22	188.21	337.93	202.4	78.27	52.07	56.11
"ENSMUSG00000073008"	0	3.11	4.15	105.87	44.41	102.71	70.82	56.95	62.35
"ENSMUSG00000073155"	432.91	646.74	615.03	817.16	1264.83	1512.72	2614.72	1120.22	888.93
"ENSMUSG00000073234"	3.7	0	2.08	43.13	38.62	79.3	0.93	62.64	77.49
"ENSMUSG00000073274"	195.18	301.6	451.07	31.37	7.72	89.87	3.73	56.13	146.97
"ENSMUSG00000073405"	424.58	397.22	332.76	642.28	438.34	771.09	852.63	659.77	528.19
"ENSMUSG00000073412"	210.9	285.28	271.19	701.88	1265.79	1806.51	254.39	460.45	396.37
"ENSMUSG00000073418"	60.13	178.01	396.41	2.35	4.83	24.17	27.95	26.85	2.67
"ENSMUSG00000073482"	0.93	1.55	0	6.27	0	19.64	12.11	4.07	7.13
"ENSMUSG00000073530"	12.03	5.44	4.84	57.25	12.55	36.25	64.3	13.02	34.74
"ENSMUSG00000073557"	715.04	874.5	1202.38	138.02	115.86	150.29	133.25	108.2	264.54
"ENSMUSG00000073608"	0	0.78	0	23.53	41.52	27.19	7.45	32.54	42.75
"ENSMUSG00000073650"	12.03	7.77	4.15	14.12	102.34	18.13	35.41	9.76	7.13
"ENSMUSG00000073664"	183.15	195.89	206.16	298.01	351.45	441.05	622.46	534.48	378.55
"ENSMUSG00000073705"	150.78	184.23	187.48	305.85	283.86	508.27	216.18	218.02	116.68
"ENSMUSG00000073771"	382.03	386.33	327.23	214.09	132.28	84.59	109.02	66.71	21.38
"ENSMUSG00000073775"	205.35	233.98	182.64	228.99	335.03	450.12	276.75	157.01	161.22
"ENSMUSG00000073779"	0	2.33	9.69	69.01	97.52	83.83	34.48	43.93	36.52
"ENSMUSG00000073802"	74.93	74.62	89.24	821.87	752.14	674.42	2949.25	3102.77	2626.7
"ENSMUSG00000073821"	0	0	0	12.55	26.07	18.88	0	10.58	6.23
"ENSMUSG00000073888"	26.83	7	5.53	40	46.34	61.93	39.14	21.97	24.05
"ENSMUSG00000073902"	2175.63	1646.38	3417.59	663.45	251.03	429.73	126.73	296.12	409.73
"ENSMUSG00000073910"	1614.15	1651.83	1856.15	301.93	504	394.23	92.25	292.05	349.16
"ENSMUSG00000074006"	0	0.78	0	28.23	3.86	61.93	8.39	0.81	0.89
"ENSMUSG00000074063"	2276.46	1731.11	1785.58	566.21	472.14	231.1	252.53	114.71	146.97
"ENSMUSG00000074071"	17.58	22.54	47.04	189.78	156.41	203.91	367.14	322.15	230.69
"ENSMUSG00000074093"	408.86	295.39	401.25	27.45	28.97	55.89	3.73	3.25	28.5
"ENSMUSG00000074121"	0	0	0	6.27	9.66	15.86	13.05	4.07	0
"ENSMUSG00000074146"	6.48	8.55	7.61	107.44	70.48	33.23	40.07	72.4	53.44
"ENSMUSG00000074151"	1138.69	761.01	1095.15	3136.9	3233.52	2125.21	3355.52	7869.19	8595.34
"ENSMUSG00000074211"	76.78	87.84	47.04	628.95	555.17	435.77	875.92	513.33	456.93
"ENSMUSG00000074227"	2635.36	3100.77	2822.62	7159.19	10969.24	8385.31	34475.88	15604.96	15339.79
"ENSMUSG00000074247"	1658.55	1814.29	2003.51	2414.63	3339.73	3050.37	4518.45	2710.65	2670.35
"ENSMUSG00000074259"	0	4.66	2.77	37.64	71.45	6.8	40.07	13.02	16.03
"ENSMUSG00000074274"	2.78	0.78	6.23	24.31	6.76	46.07	23.3	12.2	12.47
"ENSMUSG00000074280"	0	1.55	0	47.05	70.48	98.18	10.25	38.24	42.75
"ENSMUSG00000074305"	423.66	428.31	508.49	951.27	1131.59	555.85	1808.68	2312.03	2680.14
"ENSMUSG00000074417"	85.1	129.81	96.85	417.99	405.52	310.4	38.21	102.5	113.12
"ENSMUSG00000074443"	0.93	3.89	325.85	0	0	0	0.93	1.63	0
"ENSMUSG00000074444"	4.63	9.33	280.19	0	0	0	0	1.63	0
"ENSMUSG00000074447"	0.93	6.22	321	0	0	0	1.86	2.44	0.89
"ENSMUSG00000074457"	18.5	34.98	40.82	4.71	4.83	3.02	18.64	7.32	8.02
"ENSMUSG00000074472"	27.75	9.33	5.53	392.9	252.97	196.36	359.69	984.36	1044.8
"ENSMUSG00000074480"	2.78	3.11	0	32.15	85.93	83.83	51.25	30.91	35.63
"ENSMUSG00000074491"	177.6	294.61	282.26	18.04	28	24.92	0.93	3.25	4.45
"ENSMUSG00000074497"	16.65	34.98	46.35	207.04	119.72	173.7	128.59	164.33	85.51
"ENSMUSG00000074570"	1953.63	3844.67	3453.56	726.19	1145.1	590.59	64.3	212.33	224.46
"ENSMUSG00000074576"	197.03	241.75	157.73	296.44	316.69	390.45	267.44	238.36	307.29
"ENSMUSG00000074579"	96.2	162.46	161.89	33.72	6.76	20.39	8.39	24.41	16.92
"ENSMUSG00000074580"	407.93	474.95	285.03	153.71	181.52	145.76	111.82	84.61	76.6
"ENSMUSG00000074582"	1453.2	1172.99	1382.25	782.66	476.97	317.95	309.37	624.78	739.29
"ENSMUSG00000074591"	0	0	0	69.01	19.31	71.75	0	8.14	7.13
"ENSMUSG00000074604"	26.83	43.53	31.13	359.18	151.59	487.88	221.78	103.32	160.33
"ENSMUSG00000074607"	101.75	32.65	58.11	137.24	245.24	134.43	252.53	593.87	405.27
"ENSMUSG00000074622"	102.68	154.69	152.89	1578.65	3550.21	1470.43	37.27	154.57	207.54
"ENSMUSG00000074649"	539.28	520.03	346.6	211.74	204.69	214.49	273.96	336.8	89.96
"ENSMUSG00000074673"	29.6	13.99	15.91	49.41	58.9	123.1	138.84	156.2	198.63
"ENSMUSG00000074676"	0.93	2.33	0	52.54	23.17	77.03	0.93	63.45	15.14
"ENSMUSG00000074677"	46.25	20.99	21.45	317.61	539.72	602.67	13.98	8.14	7.13
"ENSMUSG00000074682"	76.78	63.74	29.75	154.49	106.21	168.42	110.89	134.23	201.3
"ENSMUSG00000074695"	69.38	21.77	40.82	538.76	1110.35	897.21	25.16	2363.28	2144.83
"ENSMUSG00000074698"	810.31	703.48	606.03	422.7	380.41	494.68	563.76	569.46	465.84
"ENSMUSG00000074738"	64.75	66.85	37.36	209.39	305.1	148.78	193.82	305.88	244.94
"ENSMUSG00000074746"	1412.5	1392.2	1629.93	650.12	679.72	841.33	519.03	1182.05	1156.14
"ENSMUSG00000074748"	814.94	802.98	981	934.8	1350.76	1373.76	1525.41	1382.99	1772.51
"ENSMUSG00000074811"	205.35	263.51	133.52	882.25	1175.03	405.56	1051.11	833.05	1026.99
"ENSMUSG00000074874"	4.63	3.89	5.53	0.78	0	0	0	2.44	0.89
"ENSMUSG00000074884"	535.58	694.16	682.13	938.72	1174.07	1113.96	1315.75	994.94	912.98
"ENSMUSG00000074886"	6750.75	7072.15	6328.07	5216.67	3360	2446.94	3391.86	3778.81	2968.73
"ENSMUSG00000074896"	306.18	411.21	529.93	189	154.48	85.34	14.91	61.83	44.54
"ENSMUSG00000074912"	10.18	10.88	11.07	100.38	99.45	122.35	27.95	172.47	197.74
"ENSMUSG00000074918"	663.23	817.75	823.26	323.89	270.34	232.61	231.09	515.77	366.08
"ENSMUSG00000074922"	366.31	431.42	429.62	644.63	926.9	845.86	1157.33	680.1	684.06
"ENSMUSG00000075225"	255.3	253.41	189.56	12.55	15.45	3.02	9.32	8.14	3.56
"ENSMUSG00000075269"	21.28	17.88	11.07	331.73	536.83	361	1.86	4.88	12.47
"ENSMUSG00000075284"	6118.04	5024.66	5148.52	1799.8	2236.14	2116.15	1271.02	2097.26	2282
"ENSMUSG00000075289"	94.35	91.72	70.57	192.14	160.28	149.54	134.18	257.89	231.58
"ENSMUSG00000075415"	10280.6	10535.93	10258.98	5508.4	4630.62	3389.47	17258.44	15533.37	14737.67
"ENSMUSG00000075419"	125.8	190.45	182.64	189	489.52	304.36	190.09	268.46	241.38
"ENSMUSG00000075595"	867.66	1087.48	972.01	323.89	420.97	259.8	278.62	377.47	259.2
"ENSMUSG00000075602"	245.13	436.86	342.45	692.47	664.28	2261.16	350.37	463.71	407.05
"ENSMUSG00000075611"	328.38	252.63	292.64	61.17	76.28	27.19	36.34	161.89	111.34
"ENSMUSG00000075701"	2394.86	2381.74	2316.9	5154.71	4367.04	7962.38	4229.58	2133.87	1848.22
"ENSMUSG00000075702"	117.48	160.91	121.76	436.81	676.83	964.43	729.62	634.55	614.59
"ENSMUSG00000075704"	588.31	645.96	660	407.8	485.66	366.29	401.62	299.38	260.09
"ENSMUSG00000075706"	1596.57	1730.34	1582.88	3911.72	5613.52	6244.99	10973.24	4277.49	4273.62
"ENSMUSG00000076212"	0	0.78	0	0.78	12.55	9.82	0	2.44	1.78
"ENSMUSG00000076284"	0	0	0	3.14	2.9	6.04	9.32	4.88	1.78
"ENSMUSG00000076431"	59.2	67.63	22.83	1206.92	1278.35	411.6	2367.78	815.96	645.76
"ENSMUSG00000076435"	939.81	755.56	655.84	209.39	280	190.32	151.89	322.97	279.68
"ENSMUSG00000076441"	703.94	608.65	432.39	995.97	972.28	951.59	708.19	456.39	538.88
"ENSMUSG00000076467"	0	1.55	0.69	7.84	17.38	6.04	51.25	17.9	8.91
"ENSMUSG00000076473"	0	4.66	0.69	14.9	10.62	15.86	80.14	43.12	17.81
"ENSMUSG00000076475"	0.93	0	0	6.27	14.48	33.99	56.84	15.46	32.96
"ENSMUSG00000076483"	3.7	1.55	2.08	22.74	43.45	10.57	21.43	36.61	19.6
"ENSMUSG00000076490"	32.38	43.53	46.35	283.11	349.52	332.3	1862.73	759.02	690.3
"ENSMUSG00000076498"	27.75	49.75	41.51	247.03	538.76	367.04	2424.62	813.52	646.65
"ENSMUSG00000076499"	0	0	0	5.49	4.83	14.35	26.09	11.39	7.13
"ENSMUSG00000076512"	0	0	0	170.96	0.97	49.85	5.59	1.63	17.81
"ENSMUSG00000076550"	0	2.33	0	97.24	3.86	1453.06	3.73	30.91	15.14
"ENSMUSG00000076575"	0	0	0	3.92	205.66	193.34	0	107.38	0
"ENSMUSG00000076589"	9.25	8.55	0	703.45	27.03	11.33	4.66	0.81	4.45
"ENSMUSG00000076612"	157.25	21.77	756.16	2347.19	859.31	5125.74	595.44	583.29	410.62
"ENSMUSG00000076613"	1776.95	973.22	3192.74	15189.66	8280.28	24933.13	5192.16	6694.47	5332.67
"ENSMUSG00000076614"	33.3	39.64	31.13	2758.12	1365.24	4242.12	2342.62	3708.03	414.18
"ENSMUSG00000076615"	34.23	1084.38	44.97	2273.47	4111.17	2761.87	873.13	522.28	2387.99
"ENSMUSG00000076670"	1853.73	0.78	116.92	13.33	14.48	0.76	0	4.88	0
"ENSMUSG00000076695"	2450.36	2510.78	3902.55	772.46	402.62	657.8	19.57	213.96	148.75
"ENSMUSG00000076710"	0	140.7	136.29	1.57	1.93	4.53	0	1.63	0
"ENSMUSG00000076757"	7.4	8.55	3.46	28.23	59.86	14.35	225.5	120.4	130.93
"ENSMUSG00000076928"	76.78	71.51	79.56	316.83	501.1	633.64	2139.48	1130.79	658.23
"ENSMUSG00000076937"	2578.94	1323.02	1488.79	5422.92	2601.1	7271.35	773.42	1277.23	422.2
"ENSMUSG00000076940"	327.45	56.75	8.99	1013.22	757.93	1157.01	78.27	383.17	32.96
"ENSMUSG00000078154"	8.33	8.55	8.3	14.9	26.07	28.7	32.61	24.41	18.7
"ENSMUSG00000078201"	31.45	36.53	38.05	64.31	79.17	135.19	72.68	48	43.64
"ENSMUSG00000078249"	9.25	10.11	9.69	27.45	31.86	40.03	28.89	20.34	26.72
"ENSMUSG00000078317"	76.78	174.9	148.74	228.21	418.07	394.98	410.94	233.48	125.59
"ENSMUSG00000078429"	1227.49	1601.3	1348.36	860.3	879.59	1042.22	1210.45	1162.52	956.62
"ENSMUSG00000078439"	129.5	200.55	201.32	352.12	246.21	444.83	188.23	176.53	163.89
"ENSMUSG00000078517"	973.11	1025.3	997.6	540.33	370.76	133.68	120.21	431.98	354.5
"ENSMUSG00000078521"	20.35	30.32	20.75	165.47	105.24	342.87	38.21	89.49	112.23
"ENSMUSG00000078528"	5.55	9.33	8.3	1.57	1.93	0	4.66	5.69	0
"ENSMUSG00000078606"	74.93	70.74	128.68	18.04	17.38	12.08	8.39	6.51	6.23
"ENSMUSG00000078652"	5076.47	4681.86	4294.81	3587.83	2886.9	3079.82	2550.42	3229.68	2918.85
"ENSMUSG00000078681"	185	243.3	203.39	590.52	679.72	799.03	669.05	358.76	337.58
"ENSMUSG00000078695"	167.43	212.99	214.46	317.61	329.24	545.28	300.98	210.7	236.93
"ENSMUSG00000078773"	308.95	233.2	320.31	128.61	60.83	129.9	54.98	84.61	117.57
"ENSMUSG00000078783"	89.73	88.62	108.62	301.14	798.48	687.26	0	15.46	21.38
"ENSMUSG00000078795"	0.93	0.78	0.69	112.14	82.07	121.59	23.3	98.44	118.46
"ENSMUSG00000078851"	238.65	128.26	143.9	519.16	496.28	382.9	531.14	431.17	645.76
"ENSMUSG00000078921"	496.73	667.73	735.4	207.82	252	171.44	309.37	192.8	186.16
"ENSMUSG00000078941"	283.05	296.16	288.49	446.22	477.93	832.26	534.87	285.55	372.32
"ENSMUSG00000078942"	540.21	678.61	960.94	214.88	100.41	179.74	34.48	229.41	219.11
"ENSMUSG00000078963"	0.93	5.44	1.38	27.45	9.66	34.74	27.02	10.58	7.13
"ENSMUSG00000078970"	458.81	464.84	565.91	268.99	343.72	260.55	167.73	193.62	204.86
"ENSMUSG00000078994"	312.65	304.71	253.21	179.59	163.17	99.69	115.55	174.09	244.94
"ENSMUSG00000079017"	370.93	482.72	567.98	1809.21	3050.07	4102.4	588.92	332.73	332.23
"ENSMUSG00000079020"	1066.54	905.59	745.78	467.4	344.69	235.63	218.05	297.75	252.96
"ENSMUSG00000079033"	7.4	3.89	15.22	265.07	169.93	370.82	217.12	746.81	484.55
"ENSMUSG00000079037"	341.33	253.41	367.36	2736.95	3742.35	3430.25	5469.85	7206.17	7781.23
"ENSMUSG00000079038"	110.08	101.83	83.02	319.18	392	246.96	882.44	1289.43	1188.21
"ENSMUSG00000079049"	5.55	13.99	6.23	0	0	0	0	0	0
"ENSMUSG00000079057"	700.24	582.22	672.45	421.13	404.55	236.39	410.94	628.85	754.43
"ENSMUSG00000079065"	505.06	294.61	246.98	636.79	631.45	718.22	470.57	318.9	464.95
"ENSMUSG00000079071"	0	0	1.38	47.84	7.72	15.86	109.02	100.06	124.7
"ENSMUSG00000079104"	1006.41	918.03	861.31	598.36	431.59	408.58	266.5	595.5	604.79
"ENSMUSG00000079105"	12.03	35.76	41.51	0	0	0	0	0	0
"ENSMUSG00000079111"	555.01	567.45	435.85	1035.18	1029.24	2078.39	659.74	471.84	435.56
"ENSMUSG00000079144"	245.13	202.11	230.38	141.16	71.45	118.57	146.3	161.08	183.49
"ENSMUSG00000079162"	0	0	2.08	72.93	24.14	104.22	43.8	142.37	146.97
"ENSMUSG00000079180"	0	11.66	270.5	0	0	0	0	0	0.89
"ENSMUSG00000079184"	265.48	299.27	250.44	345.84	411.31	672.91	569.35	283.92	332.23
"ENSMUSG00000079190"	27.75	20.21	14.53	60.39	38.62	68.73	19.57	13.02	9.8
"ENSMUSG00000079244"	0	0	0	0	27.03	24.92	0	1.63	13.36
"ENSMUSG00000079260"	237.73	322.59	318.93	178.02	132.28	132.92	184.5	237.55	258.31
"ENSMUSG00000079299"	36.08	10.11	17.3	279.97	193.1	425.19	45.66	19.52	23.16
"ENSMUSG00000079317"	163.73	185	183.33	330.94	251.03	333.81	273.96	415.71	301.06
"ENSMUSG00000079339"	294.15	544.13	578.36	88.62	48.28	55.13	40.07	62.64	86.4
"ENSMUSG00000079363"	3424.4	2434.6	2981.74	1545.71	1330.48	1056.57	5045.86	8154.74	9464.67
"ENSMUSG00000079427"	407.01	471.06	611.57	868.92	1159.59	1503.66	2179.55	1085.24	1132.09
"ENSMUSG00000079440"	0	34.98	58.11	0	0	0	0	0.81	0
"ENSMUSG00000079445"	0.93	7.77	11.76	234.48	103.31	268.86	163.07	206.63	141.62
"ENSMUSG00000079457"	6.48	3.89	7.61	31.37	28.97	20.39	7.45	11.39	19.6
"ENSMUSG00000079467"	9.25	21.77	12.45	24.31	28.97	48.33	42.86	32.54	47.21
"ENSMUSG00000079469"	172.98	156.24	197.17	149	34.76	16.62	62.43	81.35	97.09
"ENSMUSG00000079477"	11394.31	10674.29	10391.81	5609.56	6166.76	5228.45	7055.82	5543.33	5680.05
"ENSMUSG00000079508"	140.6	157.8	144.59	219.58	195.03	333.81	198.48	109.01	97.09
"ENSMUSG00000079550"	0	0	0	6.27	6.76	6.8	2.8	0.81	9.8
"ENSMUSG00000079614"	2365.26	1813.51	1632.69	1410.04	1303.45	1056.57	1518.88	1430.17	1402.87
"ENSMUSG00000079657"	29.6	20.21	40.13	255.66	302.21	164.64	710.99	440.11	372.32
"ENSMUSG00000079852"	1.85	0	0	76.07	15.45	89.12	9.32	55.32	40.08
"ENSMUSG00000079853"	0	2.33	0	32.15	7.72	1.51	0.93	4.88	0
"ENSMUSG00000080152"	4.63	0.78	0	21.17	86.9	46.82	147.23	46.37	83.73
"ENSMUSG00000080242"	61.05	69.96	71.26	88.62	165.1	163.88	91.32	65.9	68.58
"ENSMUSG00000080268"	1619.7	1919.23	1892.82	2691.46	3476.83	2851.75	5730.76	3428.18	3493.36
"ENSMUSG00000080783"	4.63	3.11	5.53	21.17	41.52	36.25	42.86	56.13	60.57
"ENSMUSG00000080859"	0	0	0	0.78	0.97	0.76	0	0	0
"ENSMUSG00000080942"	3.7	2.33	0	10.98	8.69	13.59	11.18	12.2	10.69
"ENSMUSG00000080968"	12.95	7	6.92	0	3.86	0.76	0.93	2.44	4.45
"ENSMUSG00000081078"	5.55	6.22	0	24.31	20.28	46.07	27.02	8.14	8.91
"ENSMUSG00000081176"	17.58	27.98	22.14	38.43	52.14	46.07	50.32	41.49	46.32
"ENSMUSG00000081219"	0.93	0.78	0	20.39	31.86	62.68	163.07	54.51	25.83
"ENSMUSG00000081249"	8.33	5.44	15.22	18.04	27.03	37.01	13.05	14.64	10.69
"ENSMUSG00000081251"	39.78	34.98	28.36	83.91	87.86	101.96	295.39	87.86	76.6
"ENSMUSG00000081274"	0	0	1.38	8.63	3.86	9.82	0.93	2.44	18.7
"ENSMUSG00000081320"	0.93	0	0	5.49	24.14	6.04	3.73	17.08	42.75
"ENSMUSG00000081378"	14.8	7	13.14	25.88	46.34	64.19	46.59	39.86	48.1
"ENSMUSG00000081473"	0	1.55	0	3.14	20.28	6.04	6.52	5.69	6.23
"ENSMUSG00000081534"	3278.25	3658.11	2868.97	1251.62	1781.38	1126.8	2875.63	1306.51	1051.93
"ENSMUSG00000081552"	25.9	45.86	33.21	123.12	112	129.9	231.09	66.71	81.95
"ENSMUSG00000081651"	15.73	13.99	14.53	25.1	75.31	44.56	198.48	94.37	111.34
"ENSMUSG00000081723"	4.63	10.88	16.6	194.49	252	97.42	35.41	76.47	105.1
"ENSMUSG00000081769"	85.1	123.6	120.38	342.71	470.21	401.78	1826.39	1664.46	1415.34
"ENSMUSG00000081788"	14.8	17.88	9.69	4.71	4.83	0.76	4.66	8.95	5.34
"ENSMUSG00000081809"	13.88	22.54	7.61	3.14	3.86	0	5.59	9.76	8.91
"ENSMUSG00000081829"	0	1.55	0	0.78	6.76	14.35	2.8	7.32	3.56
"ENSMUSG00000081886"	0	0.78	1.38	10.19	15.45	10.57	13.98	16.27	8.91
"ENSMUSG00000081984"	1.85	1.55	1.38	13.33	13.52	36.25	28.89	30.91	39.19
"ENSMUSG00000082029"	72.15	59.08	69.87	93.32	177.66	174.46	152.82	115.52	134.5
"ENSMUSG00000082062"	76.78	70.74	52.58	185.86	357.24	302.85	1024.08	350.63	470.29
"ENSMUSG00000082141"	1.85	0	3.46	14.12	20.28	32.47	18.64	25.22	47.21
"ENSMUSG00000082284"	127.65	101.83	101.01	182.72	278.07	248.47	219.91	213.96	230.69
"ENSMUSG00000082315"	3.7	1.55	0	3.14	4.83	56.64	29.82	21.97	17.81
"ENSMUSG00000082474"	0.93	0.78	0.69	21.96	35.72	30.21	28.89	13.83	11.58
"ENSMUSG00000082693"	3.7	0.78	1.38	9.41	14.48	11.33	9.32	4.07	8.02
"ENSMUSG00000082762"	12.95	19.43	30.44	73.72	114.9	77.79	212.46	240.8	212.88
"ENSMUSG00000082902"	0	0	0	17.25	9.66	5.29	74.55	17.08	8.02
"ENSMUSG00000083019"	1.85	1.55	2.08	4.71	9.66	17.37	14.91	6.51	5.34
"ENSMUSG00000083220"	2.78	3.89	2.08	24.31	6.76	13.59	4.66	3.25	9.8
"ENSMUSG00000083237"	28.68	60.63	49.81	2.35	5.79	0.76	0.93	0.81	0
"ENSMUSG00000083240"	11.1	10.11	10.38	21.96	26.07	33.23	36.34	12.2	13.36
"ENSMUSG00000083246"	0	2.33	0	7.84	20.28	15.1	2.8	1.63	0
"ENSMUSG00000083430"	6.48	9.33	15.91	2.35	0	0	0	0	0.89
"ENSMUSG00000083512"	20.35	13.99	13.84	4.71	1.93	3.78	2.8	18.71	11.58
"ENSMUSG00000083650"	21.28	13.21	11.76	3.14	0.97	1.51	0	9.76	11.58
"ENSMUSG00000083892"	7.4	5.44	6.92	14.9	19.31	26.43	23.3	17.08	14.25
"ENSMUSG00000084145"	138.75	89.39	67.8	56.46	53.1	40.03	39.14	69.15	100.65
"ENSMUSG00000084320"	0	0	0	0	8.69	14.35	0	0	0
"ENSMUSG00000084384"	7.4	6.22	6.23	13.33	16.41	24.17	8.39	6.51	6.23
"ENSMUSG00000084399"	28.68	62.96	25.6	85.48	202.76	287.74	277.69	362.02	268.99
"ENSMUSG00000084408"	85.1	44.31	98.93	14.12	0	0	7.45	39.05	21.38
"ENSMUSG00000084603"	42.55	31.87	40.13	6.27	4.83	7.55	0.93	4.88	8.91
"ENSMUSG00000084651"	0	2.33	0	3.14	12.55	9.06	10.25	7.32	7.13
"ENSMUSG00000084773"	381.11	441.52	480.81	103.52	101.38	141.98	323.35	423.84	476.53
"ENSMUSG00000084796"	87.88	137.59	116.23	219.58	281.93	458.42	209.66	317.27	246.73
"ENSMUSG00000084863"	0	0	0.69	5.49	1.93	6.04	18.64	6.51	8.02
"ENSMUSG00000084911"	42.55	23.32	78.18	7.06	1.93	0.76	0	16.27	30.28
"ENSMUSG00000084920"	0	0	0	4.71	12.55	2.27	13.05	13.02	16.92
"ENSMUSG00000084932"	1.85	4.66	4.15	12.55	25.1	12.84	15.84	25.22	16.92
"ENSMUSG00000084935"	0	1.55	5.53	25.88	48.28	19.64	2.8	3.25	10.69
"ENSMUSG00000084964"	9.25	24.87	23.52	27.45	80.14	46.82	121.14	84.61	138.06
"ENSMUSG00000085028"	79.55	66.85	57.42	135.67	166.07	240.16	120.21	229.41	337.58
